Wärmebrücke,Zusatzinfo Wärmebrücke,Bezeichnung,Psi-Wert,mit Referenzbauteil,ebz,W&P,VHAG,Datum,Nr.,BV,Name,Farbe,,
Außenwand an DG,Drempel im DG (Pfettendach),AW44-V-15PPW2-160mm032_StbD24-14_Drempel240mm040_Pfettendach,0.0123,,,,X,26.10.2021,2313,,,,,
Außenwand an DG,Drempel im DG (Pfettendach),AW44-V-15PPW2-160mm032_StbD24-14_Drempel280mm032_Pfettendach,0.0194,,,,X,15.01.2021,2098,,,,,
Außenwand an DG,Drempel im DG (Pfettendach),AW44-V-15PPW2-160mm032_StbD24-14_Drempel280mm035_Pfettendach,0.0200,,,,X,23.08.2021,2247,,,light orange 3,,
Außenwand an DG,Drempel im DG (Pfettendach),AW44-V-15PPW2-160mm032_StbD24-14_Drempel320mm032_Pfettendach,0.0215,,,,X,01.12.2021,2342,,,,,
Außenwand an DG,Drempel im DG (Pfettendach),AW44-V-15PPW2-160mm035_StbD18-14_Drempel240mm035_Pfettendach,0.0073,,,,X,11.07.2018,1535,5017061,Kleinikel,light orange 3,,
Außenwand an DG,Drempel im DG (Pfettendach),AW44-V-15PPW2-160mm035_StbD24-14_Drempel240mm032_Pfettendach,0.0129,,,,X,22.11.2022,2516,,,,,
Außenwand an DG,Drempel im DG (Pfettendach),AW44-V-15PPW2-160mm035_StbD24-14_Drempel240mm040_Pfettendach,0.0131,,,,X,02.11.2021,2319,,,,,
Außenwand an DG,Drempel im DG (Pfettendach),"AW44-V-15PPW4-0,55-160mm032_StbD24-14_Drempel240mm040_Pfettendach",0.0094,,,,X,14.12.2021,2351,,,,,
Außenwand an DG,Drempel im DG (Pfettendach),AW44-V-15PPW6-160mm032_StbD24-14_Drempel280mm035_Pfettendach,0.0153,,,,X,23.08.2021,2247,,,,,
Außenwand an DG,Drempel im DG (Pfettendach),AW44-V-15PPW6-160mm035_StbD18-14_Drempel240mm035_Pfettendach,0.0029,,,,X,11.07.2018,1535,5017061,Kleinikel,,,
Außenwand an DG,,ohne Drempel an Dach im DG (Pultdach/Ringanker),,,,,,,,,,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-P-15PPW2-160mm032_Dach-240mm032,-0.0215,,,,X,22.03.2018,1462,,,light orange 3,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),"AW44-P-15PPW2-160mm032_Dach-240mm032_KBL-240mm032_Ringanker17,5x20",-0.0382,,,,X,02.02.2023,2537,,,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-P-15PPW2-160mm032_Dach-240mm035,-0.0360,,,,X,19.12.2017,1413,,,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-P-15PPW2-160mm032_Dach-280mm032,-0.0096,,,,X,23.03.2018,1468,,,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),"AW44-P-15PPW2-160mm032_Dach-280mm032(25°)_Ringanker17,5x20cm",-0.0208,,,,X,05.09.2019,1838,,,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-P-15PPW2-160mm032_Dach-360mm032,-0.0287,,,,X,02.09.2020,2022,,,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-P-15PPW2-160mm035_Dach-240mm032,-0.0337,,,,X,06.03.2019,1722,,,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),"AW44-P-15PPW2-160mm035_Dach-240mm032(25°)_Ringanker_17,5x20cm",-0.0279,,,,X,19.04.2024,2651,,,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-P-15PPW2-160mm035_Dach-240mm035,-0.0334,,,,X,19.09.2018,1585,86313,Jakumeit,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-P-15PPW2-160mm035_Dach-240mm035,-0.0072,,,,X,28.08.2019,1834,87405,Heidebruch,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-V-15PPW2-160mm032_Dach-240mm032,-0.0453,,,,X,09.04.2018,1475,86140,Rodiek,light orange 3,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),"AW44-V-15PPW2-160mm032_Dach-240mm032(25°)_Ringanker_17,5x20cm",-0.0382,,,,X,13.07.2023,2581,,,light orange 3,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-V-15PPW2-160mm032_Dach-240mm035,-0.0198,,,,X,06.11.2018,1624,,,light orange 3,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),"AW44-V-15PPW2-160mm032_Dach-280mm032(25°)_Ringanker_17,5x20cm",-0.0219,,,,X,27.10.2021,2314,,,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-V-15PPW2-160mm032_Dach-280mm032_35 Grad DN,0.0102,,,,X,01.11.2018,1623,,,light orange 3,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-V-15PPW2-160mm032_Dach-280mm032_KBL-240mm032,-0.0126,,,,X,31.01.2019,1691,86640,Nee,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-V-15PPW2-160mm032_Dach-280mm032_KBL-280mm032,-0.0070,,,,X,01.02.2019,1692,86640,Nee,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-V-15PPW2-160mm032_Dach-280mm035,-0.0019,,,,X,22.02.2019,,,,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-V-15PPW2-160mm035_Dach-240mm032_andere Sturzhöhe_gemauerter Drempel,-0.0423,,,,X,13.08.2018,1547,2018018,Cohrs,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),"AW44-V-15PPW2-160mm035_Dach-240mm035(25°)_Ringanker_17,5x20cm",-0.0354,,,,X,23.02.2024,2643,,,,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-V-15PPW2-160mm035_Dach-240mm035,-0.0186,,,,X,08.11.2018,1627,,,light orange 3,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-V-15PPW2-160mm035_Dach-240mm035_andere Sturzhöhe,-0.0046,,,,X,04.09.2017,1328,85653,Borchmann,light yellow,,
Außenwand an DG,ohne Drempel an Dach im DG (Pultdach/Ringanker),AW44-V-15PPW4-160mm032_Dach-280mm032,-0.0111,,,,X,30.08.2021,2257,,,,,
Außenwand an DG,,Drempel im DG (Drempel eingerückt),,,,,,,,,,,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW2-160mm032-Stb-D18-14-200mm035-Drempel-200mm035,-0.0719,,,,X,04.12.2014,309,83110,Könecke,,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW2-160mm032-Stb-D18-14-240mm032-Drempel-240mm032,-0.0599,,,,X,10.02.2017,1039,85254,Helbig,light yellow,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW2-160mm032-Stb-D18-14-240mm032-Drempel-240mm032_Dach280mm032_stark belüftet_umlfd. Schwelle,-0.0451,,,,X,14.01.2020,1922,,,,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW2-160mm032-Stb-D18-14-240mm035-Drempel-240mm035,-0.0573,,,,X,27.02.2017,1043,85254,Helbig,,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW2-160mm032-Stb-D18-14-240mm035-Drempel-240mm035,-0.0096,,,,X,27.02.2017,1043,85254,Helbig,,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW2-160mm035-Stb-D18-14-200mm035-Drempel-200mm035,-0.0266,,,,X,12.06.2014,243,83110,Könecke,,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW2-160mm035-Stb-D18-14-240mm035-Drempel-240mm035,-0.0614,,,,X,28.02.2017,1051,85254,Helbig,light yellow,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW2-160mm035-Stb-D20-14-240mm035-Drempel-240mm035,-0.0636,,,,X,10.04.2019,1757,86965,Schönhofen,,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW2-160mm035-Stb-D24-14-240mm032-Drempel-Dach240mm032,-0.0594,,,,X,22.11.2019,1900,,,,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW6-160mm032-Stb-D18-14-240mm032-Drempel-240mm032,-0.0637,,,,X,10.02.2017,1039,85254,Helbig,,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW6-160mm032-Stb-D18-14-240mm035-Drempel-240mm035,-0.0611,,,,X,27.02.2017,1043,85254,Helbig,,,
Außenwand an DG,Drempel im DG (Drempel eingerückt),AW44-V-15PPW6-160mm035-Stb-D18-14-240mm035-Drempel-240mm035,-0.0610,,,,X,28.02.2017,1051,85254,Helbig,,,
Außenwand an DG,,,,,,,,,,,,,,
Außenwand an DG,,Außenwand an Dach (ohne Drempel) ,,,,,,,,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm032_Stb.-D18_Dach-240mm032,0.0015,,,,X,01.06.2016,740,84696,Lubach,light orange 3,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm032_Stb.-D18_Dach-240mm032,-0.0220,,,,X,31.08.2017,1325,85616,Wolf,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm032_Stb.-D18_Dach-240mm032_Unterschlag bis in die Fenster_13 cm Geschosserhöhung,-0.0102,,,,X,13.07.2017,1284,2017012,Fredrich,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm032_Stb.-D18_Dach-240mm035,0.0026,,,,X,27.05.2016,735,84696,Lubach,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm032_Stb.-D18_Dach-240mm035,-0.0277,,,,x,29.01.2018,1428,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm032_Stb.-D18_Dach-240mm035_Treppenloch,0.0014,,,,X,27.05.2016,735,84696,Lubach,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,"AW44-P-15PPW2-160mm032_Stb.-D18-14_Drempel-280mm032_F0,77_Dach-240+40mm032",-0.0270,,,,X,07.04.2017,1136,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm032_Stb.-D24_160mm032_Dach-280mm032_auf überdachter Terrasse,0.2719,,,,X,23.01.2019,1677,86719,Röper,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm032_Stb.-D24_Dach-280mm032,-0.0037,,,,X,25.08.2021,2250,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm032_Stb.-D24_Drempel-280mm032_Dach-280mm032,0.1104,,,,X,23.01.2019,1677,86719,Röper,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm032_Stb.-D24_Dach-280mm032_Treppenöffnung,0.0860,,,,X,23.01.2019,1677,86719,Röper,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm035_Stb.-D24_160mm035_Dach-240mm032_auf überdachter Terrasse,0.2802,,,,X,18.01.2019,1673,86719,Röper,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm035_Stb.-D24_Dach-240mm032,0.1080,,,,X,18.01.2019,1673,86719,Röper,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-P-15PPW2-160mm035_Stb.-D24_Dach-240mm032_Treppenöffnung,0.0842,,,,X,18.01.2019,1673,86719,Röper,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm032_Stb.-D18_Dach-240mm032_Unterschlag bis in die Fenster,0.1926,,,,X,15.08.2018,1551,85148,Holtwiesche,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm032_Stb.-D18_Dach-240mm032_Unterschlag bis n die Fenster,-0.0258,,,,X,28.04.2016,667,84570,Egener,light blue,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm032_Stb.-D18_Dach-240mm032_Unterschlag bis n die Fenster_Treppenloch,0.0276,,,,X,15.03.2017,1084,,,light orange 3,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm032_Stb.-D18_Dach-240mm035_Unterschlag bis n die Fenster,0.0299,,,,X,12.05.2016,702,84467,Veit,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm032_Stb.-D18_Dach-280mm032_Unterschlag bis in die Fenster,0.0073,,,,X,21.09.2018,1590,891801,Werth,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm032_Stb.-D18_Dach-280mm032_Unterschlag bis n die Fenster,0.0117,,,,X,05.08.2016,817,84467,Veit,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm032_Stb.-D18_Dach-280mm032_Unterschlag bis n die Fenster_Treppenloch,0.0328,,,,X,03.03.2017,1061,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm032_Stb.-D18_Dach-280mm035_Unterschlag bis n die Fenster,0.0354,,,,X,02.03.2017,1058,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm032_Stb.-D18_Dach-280mm035_Unterschlag bis n die Fenster_Treppenloch,0.0088,,,,X,02.03.2017,1058,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm032_Stb.-D24_Dach-280mm032,-0.0177,,,,X,24.11.2020,2072,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm032_Stb.-D24_Dach-280mm032_Unterschlag bis in die Fenster_Schwelle 14x26cm,-0.0204,,,,X,17.10.2019,1873,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm035_Stb.-D18_Dach-240mm032_Unterschlag bis in die Fenster,-0.0243,,,,X,14.11.2017,1367,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm035_Stb.-D18_Dach-240mm035_Unterschlag bis in die Fenster,-0.0054,,,,X,14.08.2018,1549,85148,Holtwiesche,light orange 3,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm035_Stb.-D18_Dach-240mm035_Unterschlag bis n die Fenster,-0.0210,,,X,,12.04.2016,627,1545,C605-Prüfung,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm035_Stb.-D24_Dach-240mm035+40mm032_Unterschlag bis in die Fenster_Treppenloch,0.0087,,,,X,14.05.2019,1777,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW2-160mm035_Stb.-D24_Dach-240mm035+60mm032_Unterschlag bis in die Fenster,-0.0095,,,,X,30.05.2022,2429,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW6-160mm032_Stb.-D18_Dach-240mm032_Unterschlag bis n die Fenster,0.0253,,,,X,28.02.2017,1050,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW6-160mm032_Stb.-D18_Dach-240mm032_Unterschlag bis n die Fenster_Treppenloch,0.0241,,,,X,28.02.2017,1050,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW6-160mm032_Stb.-D18_Dach-280mm032_Unterschlag bis n die Fenster,0.0306,,,,X,03.03.2017,1061,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW44-V-15PPW6-160mm032_Stb.-D18_Dach-280mm035_Unterschlag bis n die Fenster,0.0319,,,,X,02.03.2017,1058,,,,,
Außenwand an DG,Außenwand an Dach (ohne Drempel) ,AW53-V-24PPW2-160mm032_Stb.-D18_Dach-240mm035_Treppenloch,0.0063,,,,X,30.05.2017,1217,85247,Gühlke,,,
Außenwand an DG,,an Luftraum (Bungalow),,,,,,,,,,,,
Außenwand an DG,an Luftraum (Bungalow),"AW44-P-15PPW2-160mm032_Stb.-D18-280mm032_Dach280mm 032_F-0,73_Ringbalken",-0.0479,,,,X,13.08.2019,1823,87351,Hoyer,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-P-15PPW2-160mm032_Stb.-D24_aufgehende Wand,0.0107,,,,X,13.12.2018,1654,86514,Schlotmann,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-P-15PPW2-160mm032_Stb.-D24_Dach280mm032,-0.0241,,,,X,13.12.2018,1654,86514,Schlotmann,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-P-15PPW2-160mm035_Stb.-D20_Abseitenwand240mm035,0.0621,,,,X,22.09.2016,892,84833,Feinkohl,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-P-15PPW2-160mm035_Stb.-D24_Abseitenwand240mm035,0.0308,,,,X,26.04.2018,1485,85811,Heinz,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-V-15PPW2-160mm032_Stb.-D18_Abseitenwand240mm032,-0.0050,,,,X,30.05.2017,1218,85164,Schacht,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-V-15PPW2-160mm032_Stb.-D18_Dach280mm032,-0.2470,,,,,,464,,500B wohnidee,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-V-15PPW2-160mm032_Stb.-D24_Dach240mm032,-0.0334,,,,X,03.02.2023,2538,,,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-V-15PPW2-160mm035_Stb.-D18_Dach240mm035,0.0530,,,,X,13.11.2018,1628,86721,Bode,light orange 3,,
Außenwand an DG,an Luftraum (Bungalow),AW44-V-15PPW2-160mm035_Stb.-D18_Dach240mm035,0.0788,,,,X,13.11.2018,1628,86721,Bode,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-V-15PPW2-160mm035_Stb.-D20_Abseitenwand240mm035,0.0528,,,,X,22.09.2016,892,84833,Feinkohl,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-V-15PPW2-160mm035_Stb.-D20_Dach240mm035,-0.0083,,,,X,22.09.2016,892,84833,Feinkohl,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-V-15PPW6-160mm035_Stb.-D18_Abseitenwand240mm032,0.0576,,,,X,17.01.2019,1672,86760,Dahlhaus,,,
Außenwand an DG,an Luftraum (Bungalow),AW44-V-15PPW6-160mm035_Stb.-D18_Dach240mm032,-0.0095,,,,X,17.01.2019,1672,86760,Dahlhaus,light yellow,,
Außenwand an DG,,massive Wand im DG,,,,,,,,,,,,
Außenwand an DG,,"AW36,5-PPW4-120mm036_Mauerwerkskeller",0.0138,,,,X,08.06.2017,1234,,,,,
Außenwand an DG,massive Wand im DG,"AW44-15PPW6-200mm032_Stb-D18(14)-AW44-V-15PPW2-160mm032(0,183)-belüftet",0.0141,,,,X,13.04.2017,1142,Aktionshaus,Variante14,,,
Außenwand an DG,massive Wand im DG,"AW44-15PPW6-200mm032_Stb-D18(14)-AW44-V-15PPW2-160mm032(0,183)-belüftet",-0.0501,,,,X,13.04.2017,1142,Aktionshaus,Variante13,,,
Außenwand an DG,massive Wand im DG,"AW44-P-15KS(1,8)-160mm032-Stb-D24(14)-AW44-P-15PPW2-160mm032",0.0033,,,,X,09.08.2019,1820,,,,,
Außenwand an DG,massive Wand im DG,"AW44-P-15KS(1,8)-160mm032-Stb-D24(14)-AW53-P-24KS(2,2)-160mm032",0.0010,,,,X,09.08.2019,1820,,,,,
Außenwand an DG,massive Wand im DG,"AW44-P-15KS(2,0)-160mm035-Stb-D18(14)-AW44-P-15PPW2-160mm035",0.0032,,,,X,20.07.2017,1294,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-120mm035-Stb-D18(14),0.0139,,,,X,12.06.2014,69,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-120mm035-Stb-D20(14)-AW40-P-15PPW2-120mm035,0.0207,,,,X,10.06.2015,105,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm032-Stb-D18(14)_nicht verwenden,0.0116,,,,X,18.03.2016,590,,,light yellow,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm032-Stb-D18(14)_Treppenloch,0.0097,,,,X,13.08.2019,1823,,,,,
Außenwand an DG,massive Wand im DG,"AW44-P-15PPW2-160mm032-Stb-D18(19)-AW30-Stb-200mm037-11,5PPW4_Treppenöffnung_6cm Foamglasstreifen 0,052",0.1182,,,,X,23.04.2018,1478,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm032-Stb-D20(14),0.0106,,,,X,04.05.2016,678,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm032-Stb-D20(14)-AW44-P-15PPW6-160mm032,0.0112,,,,x,16.11.2017,1373,85323,Windischmann,,,
Außenwand an DG,massive Wand im DG,"AW44-P-15PPW2-160mm032-Stb-D20(14)-AW46,5-P-17,5PPW2-160mm032",0.0113,,,,X,01.06.2016,742,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm032-Stb-D22(14),0.0112,,,,X,24.11.2016,963,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm032-Stb-D24(14),0.0115,,,,X,06.09.2019,1839,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm032-Stb-D24(19),0.0113,,,,X,30.01.2019,1686,,,,,
Außenwand an DG,massive Wand im DG,"AW44-P-15PPW2-160mm032-Stb-D26(14)_AW46,5-P-17,5PPW2-160mm032",0.0127,,,,X,16.11.2021,2333,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm032-Stb-D28(14),0.0138,,,,X,10.11.2017,1358,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm035-Stb-D18(14),0.0109,,,,X,07.04.2016,614,,,light orange 3,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm035-Stb-D18(14)-Treppenloch,0.0108,,,,X,20.07.2017,1294,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm035-Stb-D18(14)-Treppenöffnung,0.0108,,,,X,21.04.2017,1150,,,,,
Außenwand an DG,massive Wand im DG,"AW44-P-15PPW2-160mm035-Stb-D18(19)-AW30-Stb-200mm037-11,5PPW4_Treppenöffnung|",0.1327,,,,X,01.11.2017,1349,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm035-Stb-D20(14),0.0115,,,,X,18.07.2017,1287,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm035-Stb-D20(14),0.0115,,,,X,18.08.2017,1312,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm035-Stb-D20(14)-AWDG44-P-15PPW 6-160 mm035,0.0101,,,,X,11.09.2017,1333,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm035-Stb-D22(14),0.0118,,,,X,14.12.2017,1409,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm035-Stb-D24(14),0.0124,,,,X,18.01.2019,1673,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm035-Stb-D24(14)_Treppenloch,0.0125,,,,X,22.08.2019,1828,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm035-Stb-D24(19),0.0121,,,,X,23.01.2019,1679,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW2-160mm035-Stb-D28(14),0.0136,,,,X,24.07.2018,1539,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm032-Stb-D18(14)-AW44-P-15PPW2-160mm032,0.0069,,,,X,06.06.2016,751,,,light yellow 2,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm032-Stb-D20(14),0.0061,,,,X,21.04.2017,1151,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm032-Stb-D20(14)-AW44-P-15PPW2-160mm032,-0.0032,,,,X,17.03.2017,1095,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm032-Stb-D22(14)-AW44-P-15PPW2-160mm032,0.0076,,,,X,24.11.2016,963,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm032-Stb-D24(19)-AW44-P-15PPW2-160mm032,0.0075,,,,X,30.01.2019,1686,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm032-Stb-D28(14)-AW44-P-15PPW2-160mm032,0.0084,,,,X,10.11.2017,1358,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm035-Stb-D18(14),0.0058,,,,X,23.07.2018,1538,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm035-Stb-D18(14)-AW44-P-15PPW2-160mm035,0.0073,,,,X,13.04.2016,637,,,light yellow 2,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm035-Stb-D18(14)-AW44-P-15PPW2-160mm035_Fassadenwechsel ab OK Fenster EG,0.0073,,,,X,22.03.2017,1100,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm035-Stb-D18(14)-AW44-V-15PPW2-160mm035_Fassadenwechsel ab OK Fenster EG,0.0106,,,,X,22.03.2017,1100,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm035-Stb-D20(14)-AW44-P-15PPW2-160mm035,0.0077,,,,X,14.03.2017,1078,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-15PPW6-160mm035-Stb-D24(19)-AW44-P-15PPW2-160mm035,0.0079,,,,X,23.01.2019,1679,,,,,
Außenwand an DG,massive Wand im DG,"AW44-P-17,5PPW2-120mm035-Stb-D18(14)-AW40-P-15PPW2-120mm035",0.0183,,,,X,18.11.20015,309,,,,,
Außenwand an DG,massive Wand im DG,"AW44-P-17,5PPW6-120mm035-Stb-D18(14)-AW40-P-15PPW2-120mm035",0.0126,,,,X,22.10.2015,392,,,,,
Außenwand an DG,massive Wand im DG,"AW44-P-17,5PPW6-120mm035-Stb-D18(14)-AW40-P-15PPW6-120mm035",0.0107,,,,X,22.10.2016,435,,,,,
Außenwand an DG,massive Wand im DG,"AW44-P-20PPW4-100mm035-Stb-D20(14)-AW42,5-P-17,5PPW4-120mm035",0.0233,,,,X,11.09.2013,223,,,,,
Außenwand an DG,massive Wand im DG,AW44-P-20Stb-100mm032-Stb-D20(14),0.0005,,,,X,02.05.2017,1169,,,,,
Außenwand an DG,massive Wand im DG,"AW44-V-15KS(1,2)-160mm032-Stb-D18(14)-AW44-V-P-15PPW2-160mm032__Fassadenwechsel auf Brüstungshöhe1,09m",0.0058,,,,X,22.09.2016,894,,,,,
Außenwand an DG,massive Wand im DG,"AW44-V-15KS(1,4)-160mm035-Stb-D18(14)-AW44-V-15PPW2-160mm035",0.0045,,,,X,15.06.2018,1516,,,,,
Außenwand an DG,massive Wand im DG,"AW44-V-15KS(1,8)-160mm032-Stb-D24(14)-AW44-V-15PPW2-160mm032",0.0042,,,,X,14.11.2023,2604,,,,,
